Date,Open,High,Low,Close,Adj Close,Volume,Company
2018-11-20,44.592499,45.3675,43.877499,44.244999,42.466824,271300800,AAPL
2018-11-20,71.875,76.737503,71.0,74.773003,74.773003,217576000,AMZN
2018-11-20,127.029999,134.160004,126.849998,132.429993,132.429993,41939500,META
2018-11-20,22.783333,23.32,22.236668,23.166,23.166,120070500,TSLA
2018-11-21,44.932499,45.067501,44.137501,44.195,42.418831,124496800,AAPL
2018-11-21,77.149498,77.5,75.75,75.836502,75.836502,114336000,AMZN
2018-11-21,23.466667,23.540001,22.493334,22.546,22.546,70302000,TSLA
2018-11-21,134.399994,137.190002,134.130005,134.820007,134.820007,25469700,META
2018-11-23,43.735001,44.150002,43.025002,43.072498,41.341454,94496000,AAPL
2018-11-23,133.649994,134.5,131.259995,131.729996,131.729996,11886100,META
2018-11-23,75.849998,76.809998,75.0905,75.102997,75.102997,54152000,AMZN
2018-11-23,22.290001,22.5,21.703333,21.722,21.722,63039000,TSLA
2018-11-26,133.0,137.0,132.779999,136.380005,136.380005,24263600,META
2018-11-26,76.949997,79.240501,76.210999,79.066498,79.066498,125154000,AMZN
2018-11-26,43.560001,43.737499,42.564999,43.654999,41.900536,179994000,AAPL
2018-11-26,21.666668,23.081333,21.666668,23.066668,23.066668,119881500,TSLA
2018-11-27,135.75,136.610001,133.710007,135.0,135.0,20750300,META
2018-11-27,78.7995,79.8825,77.900497,79.070999,79.070999,115664000,AMZN
2018-11-27,22.67,23.130667,22.366667,22.927999,22.927999,95374500,TSLA
2018-11-27,42.877499,43.692501,42.720001,43.560001,41.809361,165549600,AAPL
2018-11-28,136.279999,136.789993,131.850006,136.759995,136.759995,29847500,META
2018-11-28,44.182499,45.322498,43.732498,45.235001,43.417046,184250000,AAPL
2018-11-28,23.066,23.218666,22.813999,23.191334,23.191334,61914000,TSLA
2018-11-28,80.695999,84.072502,80.060997,83.887497,83.887497,169174000,AMZN
2018-11-29,23.133333,23.166668,22.636667,22.744667,22.744667,46210500,TSLA
2018-11-29,83.749496,84.499496,82.616501,83.678497,83.678497,132264000,AMZN
2018-11-29,135.919998,139.990005,135.660004,138.679993,138.679993,24238700,META
2018-11-29,45.665001,45.700001,44.424999,44.887501,43.083504,167080000,AAPL
2018-11-30,45.072498,45.0825,44.2575,44.645,42.850761,158126000,AAPL
2018-11-30,83.974998,84.800003,83.324997,84.508499,84.508499,115236000,AMZN
2018-11-30,138.259995,140.970001,137.360001,140.610001,140.610001,25732600,META
2018-11-30,22.788668,23.440001,22.550667,23.365334,23.365334,84436500,TSLA
2018-12-03,46.115002,46.235001,45.302502,46.205002,44.348072,163210000,AAPL
2018-12-03,24.0,24.4,23.466667,23.899332,23.899332,124597500,TSLA
2018-12-03,143.0,143.679993,140.759995,141.089996,141.089996,24819200,META
2018-12-03,88.473,88.917,86.5,88.617996,88.617996,137246000,AMZN
2018-12-04,45.237499,45.5975,44.067501,44.172501,42.397255,165377200,AAPL
2018-12-04,23.736668,24.578667,23.466667,23.98,23.98,126928500,TSLA
2018-12-04,87.800003,88.516998,83.25,83.419998,83.419998,173890000,AMZN
2018-12-04,140.729996,143.389999,137.160004,137.929993,137.929993,30307400,META
2018-12-06,80.7435,85.052498,80.4925,84.959503,84.959503,175788000,AMZN
2018-12-06,42.939999,43.695,42.605,43.68,41.924541,172393600,AAPL
2018-12-06,133.820007,139.699997,133.669998,139.630005,139.630005,28218100,META
2018-12-06,23.733999,24.492001,23.384001,24.204,24.204,117637500,TSLA
2018-12-07,85.253502,85.946503,81.273003,81.456497,81.456497,151522000,AMZN
2018-12-07,43.372501,43.622501,42.075001,42.122501,40.429642,169126400,AAPL
2018-12-07,139.25,140.869995,136.660004,137.419998,137.419998,21195500,META
2018-12-07,24.6,25.299334,23.843332,23.864668,23.864668,172668000,TSLA
2018-12-10,81.192001,82.899498,79.543503,82.051498,82.051498,149896000,AMZN
2018-12-10,139.600006,143.050003,139.009995,141.850006,141.850006,26422200,META
2018-12-10,41.25,42.522499,40.8325,42.400002,40.69598,248104000,AAPL
2018-12-10,24.0,24.398666,23.541332,24.343332,24.343332,99202500,TSLA
2018-12-11,24.660667,24.811333,24.015333,24.450666,24.450666,94632000,TSLA
2018-12-11,83.900002,83.973503,80.980003,82.162003,82.162003,124894000,AMZN
2018-12-11,42.915001,42.947498,41.75,42.157501,40.463238,189126800,AAPL
2018-12-11,143.880005,143.880005,141.100006,142.080002,142.080002,20300300,META
2018-12-12,143.080002,147.190002,142.509995,144.5,144.5,23696900,META
2018-12-12,83.449997,85.249496,83.013496,83.177002,83.177002,131960000,AMZN
2018-12-12,42.599998,42.98,42.255001,42.275002,40.576004,142510800,AAPL
2018-12-12,24.628,24.794001,24.344,24.440001,24.440001,75405000,TSLA
2018-12-13,42.622501,43.142502,42.387501,42.737499,41.01992,127594400,AAPL
2018-12-13,145.570007,145.850006,143.190002,145.009995,145.009995,18148600,META
2018-12-13,24.676666,25.162666,24.450001,25.119333,25.119333,110488500,TSLA
2018-12-13,84.0,84.606003,82.074997,82.918999,82.918999,105426000,AMZN
2018-12-14,143.339996,146.009995,142.509995,144.059998,144.059998,21785800,META
2018-12-14,25.0,25.191334,24.288668,24.380667,24.380667,95064000,TSLA
2018-12-14,42.25,42.27,41.32,41.369999,39.707363,162814800,AAPL
2018-12-14,81.900002,82.128502,79.25,79.595497,79.595497,127344000,AMZN
2018-12-17,143.080002,144.919998,138.419998,140.190002,140.190002,24334000,META
2018-12-17,78.300003,78.806503,75.250504,76.045502,76.045502,176596000,AMZN
2018-12-17,41.362499,42.087502,40.682499,40.985001,39.337849,177151600,AAPL
2018-12-17,24.133333,24.379999,22.925333,23.228001,23.228001,115110000,TSLA
2018-12-18,77.0,78.377502,76.150497,77.573997,77.573997,130460000,AMZN
2018-12-18,23.369333,23.436666,22.246,22.468666,22.468666,106500000,TSLA
2018-12-18,41.345001,41.8825,41.0975,41.517502,39.848953,135366000,AAPL
2018-12-18,141.080002,145.929993,139.830002,143.660004,143.660004,24709100,META
2018-12-19,77.152496,79.226501,74.158997,74.753998,74.753998,175844000,AMZN
2018-12-19,22.506666,23.134001,21.982668,22.198,22.198,124113000,TSLA
2018-12-19,141.210007,144.910004,132.5,133.240005,133.240005,57404900,META
2018-12-19,41.5,41.862499,39.772499,40.2225,38.605995,196189200,AAPL
2018-12-20,21.803333,22.019333,20.791332,21.025333,21.025333,136078500,TSLA
2018-12-20,130.699997,135.570007,130.0,133.399994,133.399994,40297900,META
2018-12-20,74.199997,75.474998,71.634499,73.041496,73.041496,199836000,AMZN
2018-12-20,40.099998,40.5275,38.825001,39.2075,37.631786,259092000,AAPL
2018-12-21,39.215,39.540001,37.407501,37.682499,36.16806,382978400,AAPL
2018-12-21,133.389999,134.899994,123.419998,124.949997,124.949997,56901500,META
2018-12-21,73.249496,74.0,68.197998,68.872498,68.872498,272806000,AMZN
2018-12-21,21.16,21.564667,20.829332,21.318001,21.318001,120252000,TSLA
2018-12-24,37.037498,37.887501,36.647499,36.7075,35.232262,148676800,AAPL
2018-12-24,123.099998,129.740005,123.019997,124.059998,124.059998,22066000,META
2018-12-24,67.300003,69.801498,65.349998,67.197998,67.197998,144400000,AMZN
2018-12-24,20.9,20.966667,19.68,19.692667,19.692667,83398500,TSLA
2018-12-26,68.444504,73.657997,68.150497,73.544998,73.544998,208236000,AMZN
2018-12-26,37.075001,39.307499,36.68,39.2925,37.713367,234330000,AAPL
2018-12-26,126.0,134.240005,125.889999,134.179993,134.179993,39723400,META
2018-12-26,20.0,21.798,19.606001,21.739332,21.739332,122446500,TSLA
2018-12-27,21.322666,21.478001,20.1,21.075333,21.075333,128626500,TSLA
2018-12-27,132.440002,134.990005,129.669998,134.520004,134.520004,31202500,META
2018-12-27,72.709999,73.449997,69.515503,73.082001,73.082001,194440000,AMZN
